"","company","year","latitude","longitude","variable_code"
"1253","CENTRAL REGIONAL HOSPITAL",2020,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1254","",2020,35.526134,-82.949849,"Count of Physicians and Surgeons"
"1255","HAYWOOD REGIONAL MEDICAL CTR",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1256","CENTRAL REGIONAL HOSPITAL",2020,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1257","BALSAM COMMUNITY HEALTH",2020,35.439825,-83.071976,"Count of Physicians and Surgeons"
"1258","",2020,36.138036,-78.778478,"Count of Physicians and Surgeons"
"1259","CENTRAL REGIONAL HOSPITAL",2020,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1260","CENTRAL REGIONAL HOSPITAL",2020,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1261","HAYWOOD REGIONAL MEDICAL CTR",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1262","HAYWOOD REGIONAL MEDICAL CTR",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1263","WESTERN CAROLINA ORTHOPAEDIC",2020,35.525452,-82.941114,"Count of Physicians and Surgeons"
"1264","OXFORD FAMILY PHYSICIANS",2020,36.312111,-78.556553,"Count of Physicians and Surgeons"
"1265","BULL CITY PHYSICIANS PLLC",2020,36.331043,-78.44915,"Count of Physicians and Surgeons"
"1266","HAYWOOD REGIONAL MEDICAL CTR",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1267","ENVISION PAIN MANAGEMENT PLLC",2020,35.527287,-82.937305,"Count of Physicians and Surgeons"
"1268","SMOKY MOUNTAIN URGENT CARE PC",2020,35.424774,-83.447205,"Count of Physicians and Surgeons"
"1269","",2020,35.526583,-82.947785,"Count of Physicians and Surgeons"
"1270","CENTRAL REGIONAL HOSPITAL",2020,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1271","DUKE PRIMARY CARE HENDERSON",2020,36.331767,-78.447334,"Count of Physicians and Surgeons"
"1272","",2020,35.434612,-83.444836,"Count of Physicians and Surgeons"
"1273","WESTERN CAROLINA ORTHOPAEDIC",2020,35.525452,-82.941114,"Count of Physicians and Surgeons"
"1274","DUKE PRIMARY CARE HENDERSON",2020,36.331767,-78.447334,"Count of Physicians and Surgeons"
"1275","MARIA PARHAM CANCER CTR",2020,36.331043,-78.44915,"Count of Physicians and Surgeons"
"1276","KELLEY'S HOME HEALTH SVC",2020,35.528239,-82.961274,"Count of Physicians and Surgeons"
"1277","PREMIER WOMEN'S HEALTH PRO",2020,36.312248,-78.553123,"Count of Physicians and Surgeons"
"1278","",2020,36.32487,-78.593631,"Count of Physicians and Surgeons"
"1279","ENVISION PAIN MANAGEMENT PLLC",2020,35.527287,-82.937305,"Count of Physicians and Surgeons"
"1280","MOUNTAIN EYE ASSOC PLLC",2020,35.525732,-82.950433,"Count of Physicians and Surgeons"
"1281","",2020,35.5276,-82.9364,"Count of Physicians and Surgeons"
"1282","",2020,35.4962,-83.2961,"Count of Physicians and Surgeons"
"1283","",2020,36.326532,-78.592555,"Count of Physicians and Surgeons"
"1284","MARIA PARHAM CANCER CTR",2020,36.331043,-78.44915,"Count of Physicians and Surgeons"
"1285","",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1286","",2020,36.32487,-78.593631,"Count of Physicians and Surgeons"
"1287","",2020,36.326532,-78.592555,"Count of Physicians and Surgeons"
"1288","",2020,36.324876,-78.594973,"Count of Physicians and Surgeons"
"1289","",2020,36.32487,-78.593631,"Count of Physicians and Surgeons"
"1290","",2020,36.326532,-78.592555,"Count of Physicians and Surgeons"
"1291","",2020,36.331648,-78.44621,"Count of Physicians and Surgeons"
"1292","",2020,35.4962,-83.2961,"Count of Physicians and Surgeons"
"1293","MIDWAY MEDICAL CTR CLYDE OFC",2020,35.531625,-82.883007,"Count of Physicians and Surgeons"
"1294","ASHEVILLE WOMEN'S MEDICAL CTR",2020,35.5291,-82.9732,"Count of Physicians and Surgeons"
"1295","CENTER FOR WOMEN'S HEALTH",2020,36.325304,-78.594252,"Count of Physicians and Surgeons"
"1296","CHEROKEE INDIAN HOSPITAL",2020,35.4962,-83.2961,"Count of Physicians and Surgeons"
"1297","MARIA PARHAM PRIMARY CARE",2020,36.3303,-78.448,"Count of Physicians and Surgeons"
"1298","MIDWAY MEDICAL CTR",2020,35.531625,-82.883007,"Count of Physicians and Surgeons"
"1299","SOUTH GRANVILLE MEDICAL CTR",2020,36.140087,-78.717034,"Count of Physicians and Surgeons"
"1300","MISSION COMMUNITY PRIMARY CARE",2020,35.525295,-82.951614,"Count of Physicians and Surgeons"
"1301","HAYWOOD WOMENS MEDICAL CTR",2020,35.526635,-82.941141,"Count of Physicians and Surgeons"
"1302","BLUE MOUNTAIN UROLOGY",2020,35.524554,-82.948832,"Count of Physicians and Surgeons"
"1303","DUKE PRIMARY CARE BUTNER-CRDMR",2020,36.14103,-78.72693,"Count of Physicians and Surgeons"
"1304","HAYWOOD PEDIATRICS-ADOLESCENT",2020,35.558403,-82.851395,"Count of Physicians and Surgeons"
"1305","MOUNTAIN MEDICAL ASSOC",2020,35.526583,-82.947785,"Count of Physicians and Surgeons"
"1306","HAYWOOD PEDIATRICS-ADOLESCENT",2020,35.527003,-82.941139,"Count of Physicians and Surgeons"
"1307","WAYNESVILLE FAMILY PRACTICE",2020,35.497018,-82.971409,"Count of Physicians and Surgeons"
"1308","NORTHERN CAROLINA SURGCL ASSOC",2020,36.32987,-78.449906,"Count of Physicians and Surgeons"
"1309","NORTHERN CAROLINA SGCL ASSOC",2020,36.32987,-78.449906,"Count of Physicians and Surgeons"
"1310","NORTH CAROLINA PEDIATRIC ASSOC",2021,36.331648,-78.44621,"Count of Physicians and Surgeons"
"1311","BLUE RIDGE DERMATOLOGY PA",2021,35.526406,-82.948949,"Count of Physicians and Surgeons"
"1312","MOUNTAIN MEDICAL ASSOC LLP",2021,35.526583,-82.947785,"Count of Physicians and Surgeons"
"1313","DUKE PRIMARY CARE BUTNER-CRDMR",2021,36.14103,-78.72693,"Count of Physicians and Surgeons"
"1314","CREEDMOOR FOOD STORE",2021,36.119659,-78.697083,"Count of Physicians and Surgeons"
"1315","WESTERN CAROLINA EAR NOSE",2021,35.527733,-82.936882,"Count of Physicians and Surgeons"
"1316","HAYWOOD SURGICAL ASSOC",2021,35.525002,-82.948961,"Count of Physicians and Surgeons"
"1317","SOUTHEASTERN SPORTS MEDICINE",2021,35.482247,-83.010879,"Count of Physicians and Surgeons"
"1318","WESTERN CAROLINA CARDIOLOGY",2021,35.526717,-82.94091,"Count of Physicians and Surgeons"
"1319","MOUNTAIN MEDICAL ASSOC",2021,35.526583,-82.947785,"Count of Physicians and Surgeons"
"1320","HAYWOOD PEDIATRICS-ADOLESCENT",2021,35.527003,-82.941139,"Count of Physicians and Surgeons"
"1321","SOUTHEASTERN SPORTS MEDICINE",2021,35.482247,-83.010879,"Count of Physicians and Surgeons"
"1322","ORTHOPAEDIC SPECIALISTS OF NC",2021,36.338118,-78.426697,"Count of Physicians and Surgeons"
"1323","WESTERN CAROLINA CARDIOLOGY",2021,35.526717,-82.94091,"Count of Physicians and Surgeons"
"1324","HAYWOOD MEDICAL IMAGING PC",2021,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1325","SUNDAR INTERNAL MEDICINE ASSOC",2021,36.330986,-78.446401,"Count of Physicians and Surgeons"
"1326","MOUNTAIN EYE ASSOC PLLC",2021,35.532056,-82.84019,"Count of Physicians and Surgeons"
"1327","WESTERN CAROLINA EAR NOSE",2021,35.527733,-82.936882,"Count of Physicians and Surgeons"
"1328","HAYWOOD PEDIATRICS-ADOLESCENT",2021,35.558403,-82.851395,"Count of Physicians and Surgeons"
"1329","",2021,35.525976,-82.95087,"Count of Physicians and Surgeons"
"1330","MEDICAL CLINIC MURDOCH CTR",2021,36.143248,-78.742217,"Count of Physicians and Surgeons"
"1331","CHEROKEE INDIAN HOSPITAL",2021,35.4962,-83.2961,"Count of Physicians and Surgeons"
"1332","BECKFORD MEDICAL CTR",2021,36.337659,-78.411094,"Count of Physicians and Surgeons"
"1333","STOVALL MEDICAL CTR",2021,36.4478,-78.5703,"Count of Physicians and Surgeons"
"1334","GRANVILLE HEART & VASCULAR",2021,36.325236,-78.593393,"Count of Physicians and Surgeons"
"1335","TEAMHEALTH",2021,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1336","HAYWOOD SURGICAL ASSOC",2021,35.525002,-82.948961,"Count of Physicians and Surgeons"
"1337","HAYWOOD PEDIATRIC & ADOLESCENT",2021,35.527003,-82.941139,"Count of Physicians and Surgeons"
"1338","VANCE FAMILY MEDICINE",2021,36.333333,-78.446198,"Count of Physicians and Surgeons"
"1339","CHILDREN PSYCHIATRIC INSTITUTE",2021,36.138036,-78.778478,"Count of Physicians and Surgeons"
"1340","MOUNTAIN MEDICAL ASSOC",2021,35.526583,-82.947785,"Count of Physicians and Surgeons"
"1341","HAYWOOD PEDIATRICS-ADOLESCENT",2021,35.527003,-82.941139,"Count of Physicians and Surgeons"
"1342","21ST CENTURY ONCOLOGY",2021,35.526583,-82.947785,"Count of Physicians and Surgeons"
"1343","GRANVILLE SPECIALTY CLINICS",2021,36.325236,-78.593393,"Count of Physicians and Surgeons"
"1344","GRANVILLE PRIMARY CARE/BUTNER",2021,36.138908,-78.71682,"Count of Physicians and Surgeons"
"1345","BLUE MOUNTAIN CHIROPRACTIC",2021,35.49783,-82.967842,"Count of Physicians and Surgeons"
"1346","",2021,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1347","HAYWOOD MEDICAL IMAGING PC",2021,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1348","MARIA PARHAM MED CTR EMERGENCY",2021,36.331043,-78.44915,"Count of Physicians and Surgeons"
"1349","TRIANGLE DERMATOLOGY ASSOC PA",2021,36.295685,-78.5963,"Count of Physicians and Surgeons"
"1350","CENTRAL REGIONAL STATE HOSP",2021,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1351","",2021,35.4962,-83.2961,"Count of Physicians and Surgeons"
"1352","SWAIN MEDICAL CTR",2021,35.434612,-83.444836,"Count of Physicians and Surgeons"
"1353","CENTRAL REGIONAL HOSPITAL",2021,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1354","AMBULATORY SURGERY CTR",2021,35.525452,-82.941114,"Count of Physicians and Surgeons"
"1355","SWAIN COUNTY HOSPITAL",2021,35.434612,-83.444836,"Count of Physicians and Surgeons"
"1356","VANCE FAMILY MEDICINE",2021,36.333333,-78.446198,"Count of Physicians and Surgeons"
"1357","SOUND PHYSICIANS",2021,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1358","WESTERN CAROLINA CARDIOLOGY",2021,35.526717,-82.94091,"Count of Physicians and Surgeons"
"1359","PRIME DOCTORS",2021,35.558403,-82.851395,"Count of Physicians and Surgeons"
"1360","MIDWAY MEDICAL CTR",2021,35.531625,-82.883007,"Count of Physicians and Surgeons"
"1361","DUKE PRIMARY CARE OXFORD",2021,36.325304,-78.594252,"Count of Physicians and Surgeons"
"1362","",2021,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1363","DUKE PRIMARY CARE OXFORD",2021,36.325304,-78.594252,"Count of Physicians and Surgeons"
"1364","CENTRAL REGIONAL HOSPITAL",2021,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1365","",2021,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1366","STATE PSYCHIATRIC FACILITY",2021,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1367","MOUNTAIN MEDICAL ASSOC",2021,35.526583,-82.947785,"Count of Physicians and Surgeons"
"1368","HAYWOOD PEDIATRICS-ADOLESCENT",2021,35.527003,-82.941139,"Count of Physicians and Surgeons"
"1369","SWAIN COMMUNITY HOSP EMERGENCY",2021,35.434612,-83.444836,"Count of Physicians and Surgeons"
"1370","CENTRAL REGIONAL HOSPITAL",2021,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1371","NORTH CAROLINA PEDIATRIC ASSOC",2021,36.331648,-78.44621,"Count of Physicians and Surgeons"
"1372","MEDICAL CLINIC MURDOCH CTR",2021,36.143248,-78.742217,"Count of Physicians and Surgeons"
"1373","MARIA PARHAM PHYSIATRY",2021,36.3303,-78.448,"Count of Physicians and Surgeons"
"1374","WAYNESVILLE FAMILY PRACTICE",2021,35.497018,-82.971409,"Count of Physicians and Surgeons"
"1375","MOUNTAIN MEDICAL ASSOC",2021,35.526583,-82.947785,"Count of Physicians and Surgeons"
"1376","MOUNTAIN MEDICAL ASSOC LLP",2021,35.526583,-82.947785,"Count of Physicians and Surgeons"
"1377","DUKE PRIMARY CARE OXFORD",2021,36.312111,-78.556553,"Count of Physicians and Surgeons"
"1378","BECKFORD MEDICAL CTR",2021,36.337659,-78.411094,"Count of Physicians and Surgeons"
"1379","MOUNTAIN MEDICAL ASSOC LLP",2021,35.526583,-82.947785,"Count of Physicians and Surgeons"
"1380","MOUNTAIN MEDICAL ASSOC",2021,35.526583,-82.947785,"Count of Physicians and Surgeons"
"1381","RADIATION THERAPY ASSOC",2021,35.526583,-82.947785,"Count of Physicians and Surgeons"
"1382","HAYWOOD PEDIATRICS-ADOLESCENT",2021,35.527003,-82.941139,"Count of Physicians and Surgeons"
"1383","HAYWOOD SURGICAL ASSOC",2021,35.525002,-82.948961,"Count of Physicians and Surgeons"
"1384","SOUND PHYSICIANS",2021,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1385","CENTRAL REGIONAL HOSPITAL",2021,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1386","MIDWAY MEDICAL CTR",2021,35.537126,-82.833993,"Count of Physicians and Surgeons"
"1387","MIDWAY MEDICAL CTR",2021,35.531625,-82.883007,"Count of Physicians and Surgeons"
"1388","HAYWOOD WOMENS MEDICAL CTR",2021,35.526635,-82.941141,"Count of Physicians and Surgeons"
"1389","HAYWOOD PEDIATRICS-ADOLESCENT",2021,35.558403,-82.851395,"Count of Physicians and Surgeons"
"1390","HAYWOOD PEDIATRIC & ADOLESCENT",2021,35.558403,-82.851395,"Count of Physicians and Surgeons"
"1391","SOUTHEASTERN SPORTS MEDICINE",2021,35.482247,-83.010879,"Count of Physicians and Surgeons"
"1392","SOUTHEASTERN SPORTS MEDICINE",2021,35.482247,-83.010879,"Count of Physicians and Surgeons"
"1393","TRIANGLE ORTHOPEDIC ASSOC PA",2021,36.314599,-78.589811,"Count of Physicians and Surgeons"
"1394","EMERGEORTHO",2021,36.314599,-78.589811,"Count of Physicians and Surgeons"
"1395","GRANVILLE & VASCULAR",2021,36.325236,-78.593393,"Count of Physicians and Surgeons"
"1396","MED WEST HAYWOOD RADIOLOGY",2021,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1397","SWAIN MEDICAL CTR",2021,35.434612,-83.444836,"Count of Physicians and Surgeons"
"1398","FOUR COUNTY PRIMARY CARE",2021,36.330986,-78.446401,"Count of Physicians and Surgeons"
"1399","CENTRAL REGIONAL HOSPITAL",2021,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1400","CENTRAL REGIONAL HOSPITAL",2021,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1401","PRIME DOCTORS",2021,35.558403,-82.851395,"Count of Physicians and Surgeons"
"1402","CENTRAL REGIONAL HOSPITAL",2021,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1403","CENTRAL REGIONAL HOSPITAL",2021,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1404","MED WEST HAYWOOD HOSPITAL",2021,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1405","GRANVILLE PEDIATRICS",2021,36.334185,-78.59473,"Count of Physicians and Surgeons"
"1406","CENTRAL REGIONAL HOSPITAL",2021,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1407","CENTRAL REGIONAL HOSPITAL",2021,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1408","DUKE PRIMARY CARE OXFORD",2021,36.325304,-78.594252,"Count of Physicians and Surgeons"
"1409","WESTERN CAROLINA ORTHO SPCLSTS",2021,35.525452,-82.941114,"Count of Physicians and Surgeons"
"1410","NORTH CAROLINA PEDIATRIC ASSOC",2021,36.334185,-78.59473,"Count of Physicians and Surgeons"
"1411","MARIA PARHAM ENDOCRINOLOGY",2021,36.32987,-78.449906,"Count of Physicians and Surgeons"
"1412","SWAIN FAMILY CARE",2021,35.434612,-83.444836,"Count of Physicians and Surgeons"
"1413","SWAIN FAMILY CARE",2021,35.434612,-83.444836,"Count of Physicians and Surgeons"
"1414","SWAIN FAMILY CARE",2021,35.434612,-83.444836,"Count of Physicians and Surgeons"
"1415","MISSION COMMUNITY PRIMARY CARE",2021,35.525295,-82.951614,"Count of Physicians and Surgeons"
"1416","MARIA PARHAM MEDICAL CTR",2021,36.331043,-78.44915,"Count of Physicians and Surgeons"
"1417","CENTER FOR WOMENS HEALTH",2021,36.325304,-78.594252,"Count of Physicians and Surgeons"
"1418","CENTRAL REGIONAL HOSP",2021,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1419","MISSION COMMUNITY PRIMARY CARE",2021,35.525295,-82.951614,"Count of Physicians and Surgeons"
"1420","",2021,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1421","PREMIER WOMEN'S HEALTH PRO",2021,36.312248,-78.553123,"Count of Physicians and Surgeons"
"1422","PREMIER WOMEN'S HEALTH PRO",2021,36.312248,-78.553123,"Count of Physicians and Surgeons"
"1423","DOCTORS DAY",2021,36.313193,-78.587337,"Count of Physicians and Surgeons"
"1424","HAYWOOD MEDICAL IMAGING PC",2021,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1425","MEDICAL CLINIC MURDOCH CTR",2021,36.143248,-78.742217,"Count of Physicians and Surgeons"
"1426","HENDERSON PULMONARY-SLEEP MDCN",2021,36.3303,-78.448,"Count of Physicians and Surgeons"
"1427","HAYWOOD FAMILY PRACTICE",2021,35.532461,-82.839359,"Count of Physicians and Surgeons"
"1428","MARIA PARHAM MED CTR EMERGENCY",2021,36.331043,-78.44915,"Count of Physicians and Surgeons"
"1429","SOUND PHYSICIANS",2021,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1430","MOUNTAIN EYE ASSOC",2021,35.525732,-82.950433,"Count of Physicians and Surgeons"
"1431","VANCE ALLERGY & ASTHMA",2021,36.3303,-78.448,"Count of Physicians and Surgeons"
"1432","WILLIE J SESSIONS MD",2021,36.3303,-78.448,"Count of Physicians and Surgeons"
"1433","CAROLINA GI ASSOC PC",2021,36.32987,-78.449906,"Count of Physicians and Surgeons"
"1434","GRANVILLE INTERNAL MEDICINE",2021,36.326512,-78.594181,"Count of Physicians and Surgeons"
"1435","WAYNESVILLE FAMILY PRACTICE",2021,35.497018,-82.971409,"Count of Physicians and Surgeons"
"1436","RICHARD A GOLDSTEIN MD",2021,36.33613,-78.4276,"Count of Physicians and Surgeons"
"1437","FOUR COUNTY EYE ASSOC",2021,36.331648,-78.44621,"Count of Physicians and Surgeons"
"1438","FOUR COUNTY PRIMARY CARE",2021,36.330986,-78.446401,"Count of Physicians and Surgeons"
"1439","PREMIER WOMEN'S HEALTH PROF",2021,36.326372,-78.594256,"Count of Physicians and Surgeons"
"1440","MUNTHER S TABET MD PA",2021,36.32987,-78.449906,"Count of Physicians and Surgeons"
"1441","MIDWAY MEDICAL CTR",2021,35.537126,-82.833993,"Count of Physicians and Surgeons"
"1442","MOUNTAIN EYE ASSOC",2021,35.525732,-82.950433,"Count of Physicians and Surgeons"
"1443","MIDWAY MEDICAL CTR",2021,35.537126,-82.833993,"Count of Physicians and Surgeons"
"1444","SANDHILLS ORTHOPEDICS",2021,36.325236,-78.593393,"Count of Physicians and Surgeons"
"1445","SUNDAR INTERNAL MEDICINE ASSOC",2021,36.330986,-78.446401,"Count of Physicians and Surgeons"
"1446","SUNDAR INTERNAL MEDICINE ASSOC",2021,36.330986,-78.446401,"Count of Physicians and Surgeons"
"1447","FOUR COUNTY EYE ASSOC",2021,36.331648,-78.44621,"Count of Physicians and Surgeons"
"1448","MOUNTAIN MEDICAL ASSOC",2021,35.526583,-82.947785,"Count of Physicians and Surgeons"
"1449","HAYWOOD PEDIATRICS-ADOLESCENT",2021,35.527003,-82.941139,"Count of Physicians and Surgeons"
"1450","CENTER FOR WOMENS HEALTH",2021,36.325304,-78.594252,"Count of Physicians and Surgeons"
"1451","VANCE ALLERGY & ASTHMA",2021,36.3303,-78.448,"Count of Physicians and Surgeons"
"1452","CAROLINA GI ASSOC",2021,36.32987,-78.449906,"Count of Physicians and Surgeons"
"1453","WAYNESVILLE FAMILY PRACTICE",2021,35.497018,-82.971409,"Count of Physicians and Surgeons"
"1454","21ST CENTURY ONCOLOGY",2021,35.526583,-82.947785,"Count of Physicians and Surgeons"
"1455","BLUE RIDGE DERMATOLOGY PA",2021,35.526406,-82.948949,"Count of Physicians and Surgeons"
"1456","HAYWOOD PEDIATRICS-ADOLESCENT",2021,35.558403,-82.851395,"Count of Physicians and Surgeons"
"1457","PREMIERE WOMENS HEALTH PRO PA",2021,36.312248,-78.553123,"Count of Physicians and Surgeons"
"1458","NORTH CAROLINA PEDIATRICS ASSC",2021,36.334185,-78.59473,"Count of Physicians and Surgeons"
"1459","HAZELWOOD FAMILY MEDICINE PLLC",2021,35.478642,-83.002771,"Count of Physicians and Surgeons"
"1460","NEW CENTURY OPHTHALMOLOGY PC",2021,36.31324,-78.55311,"Count of Physicians and Surgeons"
"1461","ORTHOPAEDIC SPECIALISTS OF NC",2021,36.338118,-78.426697,"Count of Physicians and Surgeons"
"1462","TRIANGLE ORTHOPEDIC ASSOC PA",2021,36.314599,-78.589811,"Count of Physicians and Surgeons"
"1463","SWAIN MEDICAL CTR",2021,35.434612,-83.444836,"Count of Physicians and Surgeons"
"1464","BECKFORD MEDICAL CTR",2021,36.337659,-78.411094,"Count of Physicians and Surgeons"
"1465","TRIANGLE ORTHOPAEDICS",2021,36.314599,-78.589811,"Count of Physicians and Surgeons"
"1466","DUKE PRIMARY CARE HENDERSON",2021,36.331767,-78.447334,"Count of Physicians and Surgeons"
"1467","MOUNTAIN SPINE CARE",2021,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1468","DUKE PRIMARY CARE BUTNER-CRDMR",2021,36.14103,-78.72693,"Count of Physicians and Surgeons"
